ID,Adoption,Died,Euthanasia,Return_to_owner,Transfer
380,0.6275,0.0,0.0,0.0,0.3725
381,0.1925,0.0,0.0075,0.65,0.15
382,0.24875,0.0,0.03125,0.04,0.68
383,0.0025,0.0,0.0025,0.005,0.99
384,0.0625,0.0,0.0675,0.515,0.355
385,0.30245833333333333,0.0,0.0625,0.1125,0.5225416666666667
386,0.31,0.0,0.0375,0.0775,0.575
387,0.31,0.0,0.0,0.0,0.69
388,0.7145833333333332,0.0,0.0,0.015,0.2704166666666667
389,0.1694642857142857,0.0025,0.005,0.7905357142857141,0.0325
390,0.1375,0.0,0.1575,0.215,0.49
391,0.39,0.0,0.04,0.4875,0.0825
392,0.3725,0.005,0.0125,0.135625,0.474375
393,0.0,0.0025,0.035,0.0,0.9625
394,0.9925,0.005,0.0,0.0,0.0025
395,0.6925,0.0,0.015,0.1875,0.105
396,0.0325,0.0,0.275,0.03666666666666667,0.6558333333333334
397,0.0,0.0075,0.0,0.0,0.9925
398,0.07416666666666667,0.0,0.0425,0.12,0.7633333333333334
399,0.1125,0.0125,0.1125,0.04,0.7225
400,0.01,0.005,0.03,0.0,0.955
401,0.7691666666666667,0.0,0.0,0.028333333333333332,0.2025
402,0.3325,0.0,0.0575,0.59,0.02
403,0.7063214285714287,0.0,0.0,0.1986785714285714,0.095
404,0.33929166666666677,0.0,0.0,0.6386666666666667,0.022041666666666668
405,0.8204166666666666,0.0,0.0,0.03708333333333333,0.1425
406,0.035,0.005,0.0325,0.405,0.5225
407,0.6225,0.0,0.2175,0.01,0.15
408,0.735,0.0,0.025,0.0875,0.1525
409,0.275625,0.0,0.11083333333333334,0.559375,0.05416666666666667
410,0.9275,0.0,0.0,0.0125,0.06
411,0.5191250000000001,0.0,0.0225,0.075625,0.38275
412,0.0775,0.0,0.0,0.488470238095238,0.434029761904762
413,0.15479166666666666,0.0025,0.015,0.705,0.12270833333333334
414,0.9875,0.0,0.0,0.0,0.0125
415,0.13720833333333332,0.0,0.0325,0.7461249999999999,0.08416666666666668
416,0.5125,0.0,0.055,0.34666666666666673,0.08583333333333332
417,0.7745833333333333,0.0,0.0,0.2070833333333333,0.018333333333333333
418,0.0225,0.0125,0.1775,0.0975,0.69
419,0.0,0.0,0.065,0.0,0.935
420,0.595,0.0,0.0,0.1025,0.3025
421,0.785,0.0,0.01,0.0,0.205
422,0.3765416666666666,0.0,0.1125,0.3104166666666666,0.20054166666666665
423,0.3,0.08,0.005,0.0025,0.6125
424,0.6468333333333334,0.0,0.0,0.07066666666666667,0.2825
425,0.225,0.0,0.0375,0.27,0.4675
426,0.045,0.0,0.0,0.0,0.955
427,0.11,0.0,0.0275,0.625,0.2375
428,0.1725,0.0,0.05,0.43125,0.34625
429,0.045,0.0,0.305,0.565,0.085
430,0.511875,0.0,0.0,0.485625,0.0025
431,0.89,0.0,0.0,0.085,0.025
432,0.0375,0.0,0.0625,0.8246071428571429,0.07539285714285714
433,0.26,0.0,0.0025,0.625,0.1125
434,0.8347708333333334,0.0,0.0,0.07858333333333334,0.08664583333333335
435,0.48,0.0,0.03,0.0675,0.4225
436,0.8775,0.0,0.0,0.0875,0.035
437,0.0625,0.0,0.04875,0.175,0.71375
438,0.41666666666666674,0.0,0.01,0.3983333333333334,0.175
439,0.08,0.0,0.07,0.75,0.1
440,0.22125,0.0,0.0,0.05125,0.7275
441,0.9325,0.0,0.0,0.05,0.0175
442,0.0775,0.065,0.205,0.025,0.6275
443,0.005,0.0125,0.565,0.0125,0.405
444,0.3662916666666666,0.0,0.0025,0.3287083333333334,0.3025
445,0.7525,0.0,0.0,0.0275,0.22
446,0.18,0.0,0.035,0.665,0.12
447,0.96625,0.0,0.0,0.0,0.03375
448,0.085,0.015,0.48,0.0975,0.3225
449,0.72,0.0,0.0325,0.16,0.0875
450,0.0025,0.0,0.01,0.02,0.9675
451,0.005,0.005,0.0825,0.0,0.9075
452,0.005,0.005,0.04,0.01,0.94
453,0.255,0.0025,0.015,0.15916666666666665,0.5683333333333332
454,0.3475,0.0025,0.0025,0.46,0.1875
455,0.005,0.025,0.43833333333333335,0.06,0.47166666666666673
456,0.5340416666666666,0.0,0.0125,0.4009583333333333,0.0525
457,0.5023333333333333,0.0,0.0075,0.23516666666666666,0.255
458,0.3225,0.0,0.0,0.2833333333333333,0.39416666666666667
459,0.015,0.19625,0.3075,0.0,0.48125
460,0.6595,0.0,0.001,0.1765,0.163
461,0.9675,0.0,0.0,0.0075,0.025
462,0.43980357142857146,0.0,0.00244047619047619,0.5049583333333334,0.052797619047619045
463,0.515,0.0,0.11802380952380954,0.3201011904761905,0.046875
464,0.265,0.0,0.04,0.085,0.61
465,0.086875,0.0,0.0,0.0,0.913125
466,0.8275,0.0,0.0025,0.08,0.09
467,0.0,0.0,0.0025,0.0,0.9975
468,0.7489583333333334,0.0,0.005,0.0625,0.18354166666666663
469,0.5164583333333332,0.0,0.0,0.3508333333333333,0.13270833333333334
470,0.6377083333333334,0.0,0.0,0.14729166666666665,0.215
471,0.80125,0.0,0.01,0.055,0.13375
472,0.68,0.0,0.0175,0.245,0.0575
473,0.1375,0.0,0.09,0.07875,0.69375
474,0.8975,0.0,0.005,0.03,0.0675
475,0.0,0.0,0.0175,0.0,0.9825
476,0.935,0.0,0.0025,0.04,0.0225
477,0.0,0.025,0.085,0.0,0.89
478,0.9775,0.0,0.0,0.0125,0.01
479,0.1429166666666667,0.0025,0.24,0.1875,0.42708333333333337
480,0.455,0.0,0.045,0.21125,0.28875
481,0.3475,0.0,0.02,0.37,0.2625
482,0.9225,0.0,0.015,0.05,0.0125
483,0.0,0.0,0.01375,0.0,0.98625
484,0.99625,0.0,0.0,0.0025,0.00125
485,0.9525,0.0,0.0,0.0125,0.035
486,0.1225,0.0,0.015,0.015,0.8475
487,0.0,0.015,0.0525,0.0,0.9325
488,1.0,0.0,0.0,0.0,0.0
489,0.48,0.0,0.0,0.4895833333333334,0.030416666666666668
490,0.4525,0.0025,0.0075,0.4975,0.04
491,0.12083333333333333,0.0,0.0875,0.7516666666666667,0.04
492,0.185,0.0,0.0075,0.20604166666666668,0.6014583333333333
493,0.8275,0.0,0.0,0.1175,0.055
494,0.9775,0.0,0.0,0.0175,0.005
495,0.8575,0.0,0.0,0.005,0.1375
496,0.5195833333333334,0.0,0.0,0.15041666666666664,0.33
497,0.025,0.0,0.0575,0.4575,0.46
498,0.0,0.0,0.0325,0.0,0.9675
499,0.945,0.0,0.0,0.0025,0.0525
500,0.3575,0.0,0.0025,0.08,0.56
501,0.49023809523809514,0.0,0.24476190476190468,0.1575,0.1075
502,0.0125,0.035,0.5075,0.01,0.435
503,0.0,0.0,0.01,0.0,0.99
504,0.0,0.01,0.113375,0.0025,0.874125
505,0.0,0.0,0.1725,0.1425,0.685
506,0.3975,0.005,0.0075,0.0675,0.5225
507,0.0375,0.0,0.15,0.09,0.7225
508,0.3516666666666666,0.0,0.04125,0.26041666666666663,0.3466666666666666
509,0.11854166666666666,0.0,0.055,0.705,0.12145833333333333
510,0.0025,0.0675,0.2575,0.0425,0.63
511,0.4125,0.0025,0.16,0.32,0.105
512,0.9327083333333333,0.0,0.0,0.0,0.06729166666666667
513,0.925,0.0,0.0,0.0,0.075
514,0.05,0.0525,0.19,0.41424999999999995,0.29325
515,0.41708333333333336,0.0,0.005,0.2775,0.30041666666666667
516,0.20375,0.0025,0.11,0.60625,0.0775
517,0.1875,0.0075,0.01,0.0875,0.7075
518,0.0025,0.0,0.44416666666666665,0.0425,0.5108333333333333
519,0.155,0.02,0.04,0.42,0.365
520,0.0,0.0,0.0025,0.0,0.9975
521,0.9345833333333334,0.0,0.0,0.04791666666666668,0.0175
522,0.07566666666666666,0.04045833333333333,0.36204166666666665,0.0,0.5218333333333334
523,0.325,0.0025,0.05,0.5225,0.1
524,0.9093958333333333,0.0,0.0,0.09060416666666665,0.0
